class,comment_sentence,labels,types
BlGridLayout,"All children of an element with Gridlayout must use Gridconstraints, which allow users to configure how children are independent in the Grid.",[1 0 0 1 0 0 0],de
BlGridLayout,a grid consists of cells separated by invisible lines.,[1 0 0 0 0 0 0],de
BlGridLayout,"Each line is assigned to an index, which means that a grid with n columns would have n 1 line.",[1 0 0 0 0 0 0],de
BlGridLayout,"Indices are in the closed interval 1 , n 1 .",[1 0 0 0 0 0 0],de
BlGridLayout,"Grid layout supports fitcontent, matchparent and exact resizing mode of the owner.",[1 0 0 0 0 0 0],de
BlGridLayout,Children may have fitcontent and exact size styles.,[1 0 0 0 0 0 0],de
BlGridLayout,"Since child s matchparent does not make sense in the case of network users, #fill should be used to explain that child should take all available cells s space.",[1 0 0 0 0 0 0],de
BlGridLayout,"by default grid layout does not specify how many columns and rows exist, instead it tries to calculate the necessary amount of columns or rows depending on the number of children.",[1 0 0 0 0 0 0],de
BlGridLayout,The user can specify the number of columns or rows by sending column account or row account to an instance of the grid layout.,[1 0 0 0 0 0 0],de
BlGridLayout,Grid layout supports the distance between cells that can be set to send cells.,[1 0 0 0 0 0 0],de
BlGridLayout,public api and key messages,[0 0 0 0 0 1 0],de
BlGridLayout,rowcount number to specify the number of rows,[0 0 0 0 0 1 0],de
BlGridLayout,"Alignmargin's borders of each element are extended outwards, depending on their edges, before the edges of the resulting rectangle are aligned.",[0 0 0 0 0 1 0],de
BlGridLayout,internal presentation and central implementation points.,[1 0 0 0 0 0 0],de
BlGridLayoutArc,i are used by the grid layout instead of the dictionary of the span value key value pair for performance reasons.,[0 0 1 0 0 0 0],de
BlHandlerRegistry,Register,[0 1 0 0 0 0 0],de
BlHeadlessHost,I am a fallback host that is chosen if there are no other available and supported hosts.,[0 0 1 0 1 0 0],de
BlHostPulseLoop,I'm the block main loop.,[0 0 0 0 1 0 0],de
BlHostPulseLoop,This can delay if background processes want to run to ensure that the background calculation of ui elements can be completed.,[1 0 0 0 0 0 0],de
BlInfiniteDataSourceCommandType,I am a type of data source update command.,[0 0 0 0 1 0 0],de
BlInfiniteDataSourceCommandType,I assume to be stateless and therefore immutable.,[1 0 0 0 0 0 0],de
BlInfiniteDataSourceItemRangeMoved,This is an event of structural change.,[0 0 1 0 0 0 0],de
BlInfiniteDataSourceItemRangeMoved,sent by,[0 0 0 0 0 0 1],de
BlInfiniteDataSourceItemRangeMoved,blinfinitedatasource,[0 0 0 1 0 0 1],de
BlInfiniteDataSourceItemRangeMoved,Data source for infinite elements,[0 1 0 0 0 0 0],de
BlInfiniteDataSourceItemRangeMoved,addeventhandleron blinfinitedatasourceitemrangemoved,[0 1 0 1 0 0 1],de
BlInfiniteDataSourceItemRangeMoved,"do event self information item has been moved from , event by asstring, to , event to asstring",[0 1 0 0 0 0 0],de
BlInfiniteExampleClassesDataSource,I am a data source for the collection of all classes in the picture,[0 0 0 0 1 0 1],de
BlInfiniteItemAnimationsFinished,"i can be used, for example, to delay an action in a record until the current animations are completed.",[0 0 1 0 0 0 0],de
BlInfiniteSmoothScrollerAction,I have information about a smooth scroll request from a smoothscroller.,[0 0 1 1 0 0 1],de
BlKeyCombination,"I define an event matching api, with which blshortcuthandler can find the most suitable link for currently pressed keys.",[0 0 0 1 0 0 0],de
BlKeyCombination,See blkeycombinationvisitor,[0 0 0 1 0 0 0],de
BlLayout,I am the super class for layouts in block and define the Api that a concrete layout needs to implement.,[0 0 0 0 1 0 0],de
BlLayout,I am bound to a block element and define the visual structure of this block element.,[0 0 1 0 0 0 1],de
BlLayout,Limitations of the layout,[1 0 0 0 0 0 0],de
BlLayout,I support a number of attributes called restrictions in the block that define the visual properties of the layout.,[1 0 0 0 0 0 0],de
BlLayout,"a small set of limitations, such as upholstery, edge or minimum and maximum dimensions, are common in all layouts.",[1 0 0 0 0 0 0],de
BlLayout,"Each layout has a special limitation object, instance of the class bllayoutcommonconstraints that contain these common limitations.",[1 0 0 0 0 0 0],de
BlLayout,Each layout type can further define its own specific limitations by creating a subclass of the class bllayoutconstraints.,[1 0 0 0 0 0 0],de
BlLayout,Layout phase in a frame,[1 0 0 0 0 0 0],de
BlLayout,Layouting of elements is a phase that is executed by a space during each frame.,[1 0 0 0 0 0 0],de
BlLayout,"Each frame, the space passes through several phases method blspaceframe #initializephases .",[1 0 0 0 0 0 0],de
BlLayout,Phases are modeled as subclasses of the class blspaceframephase and executed once per frame.,[1 0 0 0 0 0 0],de
BlLayout,"one of them, class blspaceframelayoutphase, is to layout the elements contained in the space.",[1 0 0 0 0 0 0],de
BlLayout,"This happens after events and tasks have been performed, but before the drawing phase.",[1 0 0 0 0 0 0],de
BlLayout,"The layout should be executed during a frame when different properties such as width, height or position change in any element of the space.",[1 0 0 0 0 0 0],de
BlLayout,"An important aspect in the block, however, is that if one of these properties changes, the layout will not be executed immediately.",[1 0 0 0 0 0 0],de
BlLayout,"Instead, a layout request is issued by the element whose property has been changed using the message method bl element #requestlayout.",[1 0 0 0 0 0 0],de
BlLayout,This has the advantage that this phase can be skipped if there is no element request layout.,[1 0 0 0 0 0 0],de
BlLayout,"Also, it doesn't matter if layout is requested one or 1000 times, only one layout phase is performed, which improves performance.",[1 0 0 0 0 0 0],de
BlLayout,"Therefore, the block layout is not executed immediately after a property such as the width of an element.",[1 0 0 0 1 0 0],de
BlLayout,"Instead, the layout is requested and perfomed during each frame if necessary.",[1 0 0 0 0 0 0],de
BlLayout,"However, if layouts need to be tested, it is necessary to apply a layout immediately instead of waiting for an end of the frame.",[1 0 0 0 0 0 0],de
BlLayout,"which can be performed with the messafe method blank #forcelayout, this should not be used outside tests as it bypasses the normal layout system from the block.",[1 0 0 0 0 0 0],de
BlLayout,"However, elements often have to achieve and carry out actions when, for example, their position or extent changes.",[1 0 0 0 0 0 0],de
BlLayout,You can respond by requesting a different layout.,[1 0 0 0 0 0 0],de
BlLayout,A tipical example is the death with edges.,[1 0 0 0 0 0 0],de
BlLayout,an edge can only be layouted after the position of the elements that connects it is known.,[1 0 0 0 0 0 0],de
BlLayout,"Therefore, the layout often has to be applied twice or more during the layout phase.",[1 0 0 0 0 0 0],de
BlLayout,"The space allows only layout requests during the layout phase to prevent a limited number of painting method blspace #computelayout that renders caused by infinite recursions caused by layout requests, or emptiness spend too much time on layouts in a frame.",[1 0 0 0 0 0 0],de
BlLayout,"Further technical details can be found in the method blspace #dolayout , the main entry point for the execution of the layout phase in a room.",[1 0 0 0 0 0 0],de
BlLayout,Execution of a layout,[1 0 0 0 0 0 0],de
BlLayout,the space starts the layout process on the root element of this space.,[1 0 0 0 0 0 0],de
BlLayout,the execution of the layout on an element consists in the execution of three main steps,[1 0 0 0 0 0 0],de
BlLayout,Measurement limits,[1 0 0 0 0 0 0],de
BlLayout,Each element can decide how it is to be measured method blank #onmeasure .,[1 0 0 0 0 0 0],de
BlLayout,Standard class blank transfers the measurement to its layout.,[1 0 0 0 0 0 0],de
BlLayout,Layouts should overwrite the method bllayout #measure to implement the actual measurement.,[1 0 0 0 0 0 0],de
BlLayout,"Usually, the layouts follow a top-down approach, they measure the current element and then ask his children to perform the measurement.",[1 0 0 0 0 0 0],de
BlLayout,the measured limits are used during the layout to keep the new circumference of an element.,[1 0 0 0 0 0 0],de
BlLayout,the measurement phase only changes the extent of the measured limits.,[1 0 0 0 0 0 0],de
BlLayout,the measured limits seem like a temporary cache for the new limits of an element.,[1 0 0 0 0 0 0],de
BlLayout,todo explain why the position is changed at some point in the measured limits,[1 0 0 0 0 0 0],de
BlLayout,Application of the layout,[1 0 0 0 0 0 0],de
BlLayout,Make changes,[1 0 0 0 0 0 0],de
BlLayout,"Measurement from top to bottom, although all composition of the elements.",[1 0 0 0 0 0 0],de
BlLayout,This step finds the size of an element and sometimes sets measurement size or position,[1 0 0 0 0 0 0],de
BlLayout,space starts the layout step,[1 0 0 0 0 0 0],de
BlLayout,because we know the size of each child we calculate the actual position for each child,[1 0 0 0 0 0 0],de
BlLayout,changes the real extent measured and the real position in the calculated layout position,[1 0 0 0 0 0 0],de
BlLayout,Elements announce events for position and scope changed,[1 0 0 0 0 0 0],de
BlLayout,"Without event handlers, the layout process will only happen once.",[1 0 0 0 0 0 0],de
BlLayout,"For example, if nodes change the position edges, they should be updated.",[1 0 0 0 0 0 0],de
BlLayout,Layout events,[1 0 0 0 0 0 0],de
BlLayout,layout api,[1 0 0 0 0 0 0],de
BlLayout,I define an api of a layout.,[1 0 0 0 0 1 0],de
BlLayout,The concrete implementation should focus on measures with and layout in,[1 0 0 0 0 1 0],de
BlLocalImageCacheTest,This class includes tests,[0 0 1 0 0 0 0],de
BlMatrix2D,my components are named after mathematical conventions,[1 0 0 0 0 0 0],de
BlMatrix2D,A21 a22 shx sy,[1 0 0 0 0 0 0],de
BlMatrixDecomposition,e.g. with 2D matrix they are,[1 0 0 0 0 0 0],de
BlMatrixDecomposition,upper left 2x2 minor of the original matrix,[1 0 0 0 0 0 0],de
BlMatrixDecomposition,Perspectives,[1 0 0 0 0 0 0],de
BlMatrixTransformation,I am an affine transformation that is defined directly by transformation matrix,[0 0 0 0 1 0 0],de
BlMeasurementUnspecifiedMode,i represent a concrete implementation of the unspecified measurement mode.,[0 0 0 0 1 0 0],de
BlMeasurementUnspecifiedMode,for more information see class comment of blmeasementmode,[0 0 0 1 0 0 0],de
BlMorphicHostSpace,I am a host room created by blmorphichost.,[0 0 0 0 1 0 0],de
BlMorphicWindowOpenedEvent,I get fired by morphic host window when it opens in the world,[0 0 0 1 1 0 1],de
BlMouseMiddleButton,I'm a middle mouse button.,[0 0 0 0 1 0 0],de
BlMouseMoveEvent,the mouse moves event is triggered when a pointer is usually moved by a mouse while over an element.,[0 0 0 0 0 0 1],de
BlMouseProcessor,I'm an event processor.,[0 0 0 0 1 0 0],de
BlMouseProcessor,"For example, I generate events like click, dbl click, drag&drop, .",[0 1 0 0 0 0 0],de
BlPerpendicularFractionAnchor,I am a virtual anchor located on a vertical line between two reference anchors.,[0 0 1 0 1 0 0],de
BlPerpendicularFractionAnchor,The curvature distance from the connecting anchors of the line is defined as fracture curvature break of a length between the anchors.,[1 0 0 0 0 0 0],de
BlPolygon,10@50. I don't know.,[0 1 0 0 0 0 0],de
BlPolygon,150@40.,[0 1 0 0 0 0 0],de
BlPolygon,80@140,[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,the goal of this tutorial is to create an element with an arrow like pointer in the middle of the top edge as shown below,[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,"a traditional way to implement such geometry is to create a subclass of class blgeometry, overwrite method blgeometry #buildpathonspartacanvas and implement pretty cumbersome algorithm that calculates the position of each point and then connects these points to moveto and lineto commands provided by Pathbuilder.",[0 1 0 1 0 0 0],de
BlRectangleShapeWithArrowExplanation,"Even more Compex would be to implement the support for positioning the arrow on different edges, e.g. left, bottom or the ability to have multiple arrows on separate edges.",[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,Create a rectangle shape,[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,Example blrectangleshapewitharrowExplanation #rectangleshape previewshow #gtlivefor previewexpanded true previewheight 250,[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,"To give the arrow enough space up, we should move the upper edge of the rectangle down by the length of the arrow.",[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,Inject a line within the upper edge,[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,It can be done by sending the method bllineshape #injectlineat length to the top edge.,[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,Example blrectangleshapewitharrowdeplanation #rectanglewithtopinjectedline previewshow #gtlivefor previewexpanded true previewheight 250,[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,Splitting of the injected line,[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,We're almost ready to create a rectangular arrow.,[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,We just have to split one injection line into half to create the top corner of the rectangle.,[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,we can do this by sending a method bllineshape #splitat to the now middle section of the upper edge created by the previous injection step,[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,Example blrectangleshapewitharrowExplanation #rectanglewithtoppolylinesplitin helped previewshow #gtlivefor previewexpanded true previewheight 250,[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,move the top of the triangle,[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,"Once we have everything we need for the arrow triangle, we can move it up through the length of the arrow.",[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,"To do this, we should send the method blpointshape #moveby to the connecting point of the split line in the middle of the top edge.",[0 1 0 0 0 0 0],de
BlRectangleShapeWithArrowExplanation,then we get the expected vector shape that we can use later together with the class blshapegeometry,[0 1 0 1 0 0 0],de
BlRectangleShapeWithArrowExplanation,Example blrectangleshapewitharrowExplanation #rectanglewithtoparrow previewshow #gtlivefor previewexpanded true previewheight 250,[0 1 0 0 0 0 0],de
BlScalableFitHeightStrategy,I make sure that content element fits vertically into scalable element.,[0 0 1 0 0 0 0],de
BlScalableFitWidthStrategy,I make sure that content element fits horizontally into scalable element.,[0 0 1 0 0 0 0],de
